65,Sat Nov  5 21:12:26 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,1,268,2808,67, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,106,171,2681,6,-6,250,2775,21442
66,Sat Nov  5 21:12:27 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,266,2807,68, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,108,171,2681,6,-5,249,2774,21443
67,Sat Nov  5 21:12:28 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,267,2807,69, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,107,171,2681,6,-6,250,2775,21444
68,Sat Nov  5 21:12:29 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,3,0,267,2809,70, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,107,171,2681,7,-5,249,2774,21445
69,Sat Nov  5 21:12:30 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,268,2807,71, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,107,171,2681,5,-5,249,2776,21446
70,Sat Nov  5 21:12:31 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,3,0,268,2808,72, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,105,171,2681,5,-6,249,2774,21447
71,Sat Nov  5 21:12:32 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,266,2805,73, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,108,171,2681,6,-4,250,2774,21448
72,Sat Nov  5 21:12:33 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,267,2809,74, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,107,171,2681,7,-5,250,2775,21449
73,Sat Nov  5 21:12:34 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,267,2807,75, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,107,171,2681,6,-5,251,2774,21450
74,Sat Nov  5 21:12:35 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,1,0,267,2808,76, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,107,171,2681,6,-7,251,2774,21451
